respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.07237615724886304,0.20387296070750258
26708,0.04725949991180659,0.05516075276902266
26709,0.4582748617580019,0.6746632890203106
26710,0.4945335541223179,0.8754963409973109
26711,0.2011774242306411,0.45088940361907903
26712,0.4107494889859791,0.9101902602278206
26713,0.34856950914684787,0.5188731703473835
26714,0.16395830318463553,0.3212026780882583
26715,0.03595305113124932,0.1774821350263192
26716,0.19931381766553913,0.8530629081969597
26717,0.020927971764543415,0.4112184727078429
26718,0.19148269033758905,0.3913298069646482
26719,0.0986799211688544,0.929183567779467
26720,0.07595192359752678,0.14219868217365875
26721,0.4897161881085915,0.5244665960794906
26722,0.04664363269151535,0.0829481548886741
26723,0.6785129572510711,0.8571575410438834
26724,0.11514076687161574,0.6090605924332282
26725,0.044196899726300906,0.0996627261537207
26726,0.015638809046538544,0.03792256424441683
26727,0.3057326809327996,0.7677047613570602
26728,0.24572679751206566,0.5462946903826799
26729,0.07900522888397896,0.29220601736317
26730,0.043869933091989236,0.21359977708171424
26731,0.016895695517815213,0.2941162473250993
26732,0.11543679439641792,0.10342691065825113
26733,0.9182658412432865,0.9618607345382647
26734,0.8537925925562395,0.34410571326810824
26735,0.13893984859180689,0.46298502330579655
26736,0.059908770792815924,0.13564837227390097
26737,0.08232851194097285,0.13060715632348616
26738,0.6570866331272949,0.8722747148404146
26739,0.10971829210793722,0.2252187603744327
26740,0.15612629227526847,0.1281047515023891
26741,0.21811894321884498,0.9268701435565488
26742,0.15446869352654216,0.5256984869762816
26743,0.038352806626156886,0.46084025710343884
26744,0.055193413140800514,0.5965017516961068
26745,0.09598440109480935,0.9112306929985413
26746,0.10753346979123124,0.32100410718927475
26747,0.08369239445257559,0.32438127477105894
26748,0.09941231271184377,0.06565907318307693
26749,0.08186906049348941,0.6940890971362051
26750,0.6640901246688667,0.9020608620120785
26751,0.2896203960466664,0.6913038156534219
26752,0.015406060855943737,0.017299341463812873
26753,0.19194443778098785,0.6224364036443888
26754,0.09718292901005336,0.46205186644211044
26755,0.08437176161703575,0.2960171826643874
26756,0.014004793685442225,0.03195753753756986
26757,0.4814531465664334,0.5092995639878509
26758,0.6377324650556158,0.880057866806141
26759,0.043316399997812685,0.21686347320904387
26760,0.009606058600649624,0.023165623083786176
26761,0.12567655010953652,0.5538724681605212
26762,0.1592660543983017,0.8113778810162229
26763,0.8975362284572929,0.9813228036535739
26764,0.9357845789739664,0.9625887116037323
26765,0.03461320982443986,0.7177707783662207
26766,0.14574371342473338,0.13812974599809733
26767,0.7705219129260084,0.694823588552816
26768,0.01130226129816085,0.394821360658483
26769,0.15160547083024856,0.16814056337272032
26770,0.13973579393148702,0.7202227828639775
26771,0.06342517306800415,0.15758583429599182
26772,0.08437921924517172,0.4045325314242325
26773,0.010099741083834091,0.3763828043191584
26774,0.026697136306715708,0.48381693732380565
26775,0.12075929421950453,0.5425567131393555
26776,0.32210224426258655,0.2898567899628567
26777,0.12818559080252567,0.9143612160052118
26778,0.14274164617774812,0.19252076993677494
26779,0.1076010264972644,0.48077066959460457
26780,0.16624396593322754,0.9501641969329085
26781,0.0400922967880901,0.4302293926313097
26782,0.04188501129302254,0.3254022138153494
26783,0.07856759735297207,0.4355579117618285
26784,0.32802511999931194,0.8508104377601472
26785,0.3809717757441359,0.5786835036498496
26786,0.12928017005584388,0.28149362849816506
26787,0.11465034563902395,0.4711719439754845
26788,0.12195162208600967,0.9315236598957471
26789,0.014117074186309302,0.28588032362348886
26790,0.06251220005588966,0.3283458883335997
26791,0.06037887958788994,0.11826399559394889
26792,0.19217830044274276,0.7745682218892302
26793,0.11752482479181799,0.8884860778687764
26794,0.8000262190418171,0.9042764797104085
26795,0.03867084421481895,0.9304489953587746
26796,0.05738991124332152,0.08104324993580155
26797,0.09037444105530736,0.5984852443673925
26798,0.16406992565643522,0.1744012278677741
26799,0.24328277240811233,0.20823913631889998
26800,0.03488702020267982,0.9170994741360214
